site_url,aff_url
https://www.nytimes.com/wirecutter/out/link/177/545/4/137407?merchant=Amazon,"2    https://www.amazon.com/dp/B00HYOGTTG/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAAhi_
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/57964/194578/4/170458?merchant=Amazon,"2    https://www.amazon.com/dp/B00461F4PA/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAApna
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/58077/196165/4/171666/?merchant=Amazon,"2    https://www.amazon.com/dp/B00B6A22QS/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAAp6S
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/58686/196069/4/173803/?merchant=Butter%20London,"3    https://cj.dotomi.com/links-t/5513721/type/dlg/sid/AwEAAAAAAAAAAqbr/https://www.butterlondon.com/collections/value-favorites-sets/products/bohemian-crown
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/deals/74327?merchant=Amazon,"2    https://www.amazon.com/dp/B0B2KY8X4M/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwgAAAAAAAAAASJX&th=1
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/7843/23045/4/172720?merchant=Amazon,"2    https://www.amazon.com/dp/B0007WTBQ0/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAAqKw
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/35710/186877/4/104192/?merchant=Amazon,"2    https://www.amazon.com/dp/0545017661/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAAZcA
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/58687/196071/4/176050/?merchant=Butter%20London,"3    https://cj.dotomi.com/links-t/5513721/type/dlg/sid/AwEAAAAAAAAAAq-y/https://www.butterlondon.com/collections/new-arrivals/products/butter-london-x-the-hunger-games
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/41505/166480/4/123907/?merchant=Amazon,"2    https://www.amazon.com/dp/0761189416/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAAeQD
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/35694/157895/4/104164/?merchant=Amazon,"2    https://www.amazon.com/dp/B07K8M7CV3/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAAZbk
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/35717/157919/4/104209/?merchant=L.L.Bean,"2    https://click.linksynergy.com/deeplink?id=7m8EnekPF5E&mid=38678&u1=AwEAAAAAAAAAAZcR&murl=https://www.llbean.com/llb/shop/127218
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/48752/177591/4/172175/?merchant=Chasing%20Paper,"3    https://www.shareasale.com/r.cfm?b=1527960&u=314743&m=96691&afftrack=45704X1167592X7fa1d5f85105fced758a9eb4fc8a1b70&urllink=chasingpaper.com%2Fproducts%2Fchalkboard-panel
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/29084/179872/4/173755?merchant=Amazon,"2    https://www.amazon.com/dp/B00J405VH4/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAAqa7
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/52576/184599/4/174381/?merchant=Hedley%20%26%20Bennett,"3    https://www.hedleyandbennett.com/products/the-kids-apron-dream-first?irclickid=xjt0bmWqPxyPRHswnjUBbTE6UkHxIxR20S9s2U0&irgwc=1&utm_medium=affiliate&utm_source=The%20WireCutter&utm_campaign=1090104
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/25454/182925/4/171618?merchant=Sur%20La%20Table,"2    https://www.pntrac.com/t/8-12917-132845-310726?website=230400&url=https://www.surlatable.com/soft-handle-microplane-zester-graters-1234/PRO-622035.html?dwvar_PRO-622035_color=Black
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/52808/185010/4/173421/?merchant=Hanna%20Andersson,"5    https://www.hannaandersson.com/family-match-shop-all/00126.html?clickid=xjt0bmWqPxyPRHswnjUBbTE6UkHxLaxG0S9s2U0&irgwc=1&utm_content=388344&utm_term=thewirecutter.com&utm_campaign=Skimbit%20Ltd.&utm_source=impactradius&utm_medium=affiliate-subnetwork
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/54098/187241/4/172299/?merchant=Amazon,"2    https://www.amazon.com/dp/B0B2KY8X4M/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAAqEL
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/57967/194581/4/170520/?merchant=Amazon,"2    https://www.amazon.com/dp/B09J1122KJ/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAApoY
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/58077/196165/4/171622?merchant=Amazon,"2    https://www.amazon.com/dp/B00B6A22QS/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAAp5m
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/40788/189438/4/172156/?merchant=Sephora,"3    https://click.linksynergy.com/deeplink?id=tv2R4u9rImY&u1=45704X1167592X802923abffee85fea54e3821617e958f&subid=55177&mid=2417&murl=https%3A%2F%2Fwww.sephora.com%2Fproduct%2Fsugar-lip-balm-P500777
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/36072/158343/4/173348?merchant=Amazon,"2    https://www.amazon.com/dp/B0184IFB08/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAAqUk
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/54783/24936/4/170795/?merchant=Amazon,"2    https://www.amazon.com/dp/B00006JKZN/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAApsr
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/41260/194827/4/170524/?merchant=Amazon,"2    https://www.amazon.com/dp/B01DDFYCG6/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAApoc
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/11676/32715/4/137425?merchant=Amazon,"2    https://www.amazon.com/dp/B0000DE1MV/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAAhjR
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/41464/183915/4/172623/?merchant=Amazon,"2    https://www.amazon.com/dp/B08SH91VPM/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAAqJP
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/55229/189291/4/172719?merchant=Amazon,"2    https://www.amazon.com/dp/B0C31XP5GT/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAAqKv
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/7902/23224/4/154806/?merchant=Amazon,"2    https://www.amazon.com/dp/B004VJY1EC/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAAly2
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/52534/184533/4/171639?merchant=Amazon,"2    https://www.amazon.com/dp/B018LLR4SA/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAAp53
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/53677/186534/4/154452/?merchant=Amazon,"2    https://www.amazon.com/dp/B00TJ3AFKE/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAAltU
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/7805/22948/4/122389/?merchant=Amazon,"2    https://www.amazon.com/dp/B00002N5NA/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAAd4V
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/52967/185205/4/174783/?merchant=Amazon,"2    https://www.amazon.com/dp/0843119217/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAAqq_
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/41242/166154/4/170506?merchant=Amazon,"2    https://www.amazon.com/dp/B00B7LUVZK/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAApoK
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/29372/149321/4/172629/?merchant=Amazon,"2    https://www.amazon.com/dp/B07B7PQCZV/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAAqJV
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/35782/158006/4/104381/?merchant=Babiators,"3    https://www.shareasale.com/r.cfm?b=1713686&u=314743&m=106538&afftrack=45704X1167592Xdc191961bb06b22160ed76abea414399&urllink=babiators.com%2Fcollections%2Fall-products
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/53453/186136/4/153515/?merchant=Amazon,"2    https://www.amazon.com/dp/B08SL17ZDP/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAAler
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/47890/176333/4/170811/?merchant=Amazon,"2    https://www.amazon.com/dp/B09998MBFM/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAAps7
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/41321/166238/4/122387/?merchant=Amazon,"2    https://www.amazon.com/dp/B07FNYDKDR/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAAd4T
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/41486/166461/4/122552/?merchant=Amazon,"2    https://www.amazon.com/dp/B08GHBKY6S/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAAd64
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/36780/159240/4/172733?merchant=The%20Bouqs%20Company,"2    https://www.pntra.com/t/8-10465-132845-130155?url=https://bouqs.com/
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/48751/177590/4/172143?merchant=Chasing%20Paper,"3    https://www.shareasale.com/r.cfm?b=1527960&u=314743&m=96691&afftrack=45704X1167592X5f4a1ecb6356dc9c84eba6bf3993a711&urllink=chasingpaper.com%2Fproducts%2Fdigital-gift-card
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/41247/186840/4/170508?merchant=Smoko,"3    https://www.shareasale.com/r.cfm?b=2359428&u=314743&m=143015&afftrack=45704X1167592X7366fee4460d589565fb64a9592970e0&urllink=www.smokonow.com%2Fproducts%2Fcouch-potato-light
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/54783/192592/4/170826?merchant=Wayfair,"3    https://cj.dotomi.com/links-t/5513721/type/dlg/sid/AwEAAAAAAAAAAptK/https://www.wayfair.com/kitchen-tabletop/pdp/cuisinart-round-classic-waffle-maker-dvzj2783.html
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/36316/195518/4/172121?merchant=Amazon,"2    https://www.amazon.com/dp/B07PN89M17/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAAqBZ
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/58072/194767/4/171619?merchant=Sephora,"3    https://click.linksynergy.com/deeplink?id=tv2R4u9rImY&u1=45704X1167592Xd70238f714bb159e1852286e3a2a8877&subid=55177&mid=2417&murl=https%3A%2F%2Fwww.sephora.com%2Fproduct%2Fsephora-collection-scalp-massager-P472069
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/58390/195528/4/172267?merchant=Amazon,"2    https://www.amazon.com/dp/B0875DFSJ3/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAAqDr
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/46943/174748/4/139138/?merchant=Takeya,"3    https://www.avantlink.com/click.php?tt=cl&mi=26389&pw=55097&ctc=4c840f07cd9bca8ca0194c7bdff5404e&url=https%3A%2F%2Ftakeyausa.com%2Fcollections%2Factives&custom_sid=thewirecutter.com
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/40817/165851/4/140295/?merchant=Amazon,"2    https://www.amazon.com/dp/B0007CM3DI/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAAiQH
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/41314/195572/4/172271?merchant=Walmart,"3    https://www.walmart.com/ip/Isaac-Jacobs-17-x-10-LED-Neon-Yellow-Green-Pineapple-Wall-Sign-Powered-by-USB-Wire/703966420?clickid=UyPymBWqKxyPRHswnjUBbTE6UkHxLNW-0S9s2U0&irgwc=1&sourceid=imp_UyPymBWqKxyPRHswnjUBbTE6UkHxLNW-0S9s2U0&veh=aff&wmlspartner=imp_197432&affiliates_ad_id=565706&campaign_id=9383&sharedid=
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/33091/195567/4/172293/?merchant=Amazon,"2    https://www.amazon.com/dp/B015KQ3QHW/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAAqEF
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/58394/195536/4/172277?merchant=Walmart,"3    https://www.walmart.com/ip/NEW-Lipstick-Queen-Blue-By-You-Lipstick/218710032?clickid=wNgyezWqKxyPRHswnjUBbTE6UkHxLPym0S9s2U0&irgwc=1&sourceid=imp_wNgyezWqKxyPRHswnjUBbTE6UkHxLPym0S9s2U0&veh=aff&wmlspartner=imp_197432&affiliates_ad_id=565706&campaign_id=9383&sharedid=
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/52935/185315/4/174779/?merchant=Amazon,"2    https://www.amazon.com/dp/059352070X/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAAqq7
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/41327/166244/4/122371/?merchant=KiwiCo,"3    https://cj.dotomi.com/links-t/5513721/type/dlg/sid/AwEAAAAAAAAAAd4D/https://www.kiwico.com/eureka
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/58601/195881/4/173743?merchant=Amazon,"2    https://www.amazon.com/dp/B00AQB146W/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAAqav
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/58150/197001/4/176358?merchant=Anthropologie,"3    https://click.linksynergy.com/deeplink?id=tv2R4u9rImY&u1=45704X1167592Xbc5880722d4600a2f1ba75b1c41ebff1&subid=55177&mid=39789&murl=https%3A%2F%2Fwww.anthropologie.com%2Fanthroliving%2Fshop%2Fbotanica-flameless-lighter
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/53380/185948/4/172095?merchant=Uniqlo,"2    https://click.linksynergy.com/deeplink?id=7m8EnekPF5E&mid=40462&u1=AwEAAAAAAAAAAqA_&murl=https://www.uniqlo.com/us/en/products/E458036-000/00
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/50162/179954/4/172149?merchant=Amazon,"2    https://www.amazon.com/dp/B09SM5L37H/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAAqB1
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/36056/158327/4/173429/?merchant=Amazon,"2    https://www.amazon.com/dp/B000UGM32C/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAAqV1
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/25524/135235/4/104173/?merchant=Amazon,"2    https://www.amazon.com/dp/B006ZBLFHA/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAAZbt
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/22430/121408/4/173761?merchant=L.L.Bean,"2    https://click.linksynergy.com/deeplink?id=7m8EnekPF5E&mid=38678&u1=AwEAAAAAAAAAAqbB&murl=https://www.llbean.com/llb/shop/116620
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/58391/195570/4/172268?merchant=Zappos,"3    https://cj.dotomi.com/links-t/5513721/type/dlg/sid/AwEAAAAAAAAAAqDs/https://www.zappos.com/p/dr-martens-kids-collection-1460-junior-delaney-lace-up-fashion-boot-little-kid-big-kid-black-softy-t/product/8178595/color/201557
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/25286/134490/4/173806?merchant=Amazon,"2    https://www.amazon.com/dp/B079HL9YSF/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAAqbu
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/55806/190518/4/170815?merchant=Graza,"3    https://www.shareasale.com/r.cfm?b=2231230&u=314743&m=117612&afftrack=45704X1167592X20a9450ddb30193e269fc0351afcec85&urllink=https%3A%2F%2Fwww.graza.co%2Fproducts%2Fsizzle
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/8271/23960/4/176066?merchant=L.L.Bean,"2    https://click.linksynergy.com/deeplink?id=7m8EnekPF5E&mid=38678&u1=AwEAAAAAAAAAAq_C&murl=http://www.llbean.com/llb/shop/18664
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/53679/186536/4/154454/?merchant=Amazon,"2    https://www.amazon.com/dp/B079C47JBV/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAAltW
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/35709/186876/4/104193/?merchant=Amazon,"2    https://www.amazon.com/dp/1338185950/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAAZcB
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/56986/192647/4/170780/?merchant=Amazon,"2    https://www.amazon.com/dp/1932188126/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAApsc
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/41464/183915/4/137433?merchant=Amazon,"2    https://www.amazon.com/dp/B08SH91VPM/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAAhjZ
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/41328/166245/4/122372/?merchant=KiwiCo,"3    https://cj.dotomi.com/links-t/5513721/type/dlg/sid/AwEAAAAAAAAAAd4E/https://www.kiwico.com/maker
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/15898/90964/4/122289/?merchant=Amazon,"2    https://www.amazon.com/dp/B01AUVS3HU/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAAd2x
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/41241/196048/4/170505?merchant=Sur%20La%20Table,"2    https://www.pntra.com/t/8-12917-132845-310726?url=https://www.surlatable.com/dash-mini-waffle-maker/PRO-3654357.html
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/52576/184599/4/173933/?merchant=Hedley%20%26%20Bennett,"3    https://www.hedleyandbennett.com/products/the-kids-apron-dream-first?irclickid=UyOQfYWqbxyPRHswnjUBbTE6UkHxL60G0S9s2U0&irgwc=1&utm_medium=affiliate&utm_source=The%20WireCutter&utm_campaign=1090104
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/58368/195473/4/172159/?merchant=Baggu,"3    https://www.pjtra.com/t/8-11570-21181-157849?sid=45704X1167592X2de0cb67386fde71b59031ac39ce6367&url=https%3A%2F%2Fwww.baggu.com%2Fproducts%2Fstandard-baggu-strawberry&refurl=thewirecutter.com
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/38189/161447/4/172261?merchant=Amazon,"2    https://www.amazon.com/dp/B00150LT40/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAAqDl
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/21642/193320/4/172099?merchant=Sephora,"3    https://click.linksynergy.com/deeplink?id=tv2R4u9rImY&u1=45704X1167592X94021517c758b919c7fa9f6f97902369&subid=55177&mid=2417&murl=https%3A%2F%2Fwww.sephora.com%2Fproduct%2Fglossier-balm-dotcom-lip-balm-skin-salve-P504525
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/41271/166184/4/123922/?merchant=Amazon,"2    https://www.amazon.com/dp/B07WZS56VV/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAAeQS
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/52518/184516/4/170788/?merchant=Fly%20By%20Jing,"2    https://shareasale.com/r.cfm?B=1699437&U=1128554&M=105661&afftrack=AwEAAAAAAAAAApsk&urllink=https://flybyjing.com/shop/mini-spice-set/
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/37770/190817/4/122264/?merchant=Amazon,"2    https://www.amazon.com/dp/B082TGQ5QX/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAAd2Y
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/35529/157703/4/172170/?merchant=L.L.Bean,"2    https://click.linksynergy.com/deeplink?id=7m8EnekPF5E&mid=38678&u1=AwEAAAAAAAAAAqCK&murl=https://www.llbean.com/llb/shop/113434?productId=1567991
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/58735/196156/4/174056/?merchant=Hanna%20Andersson,"5    https://www.hannaandersson.com/girls-clothing-underwear/52557-519.html?clickid=2LuUhVWqKxyPUGk3gsVZJ0xFUkHxIxUX0S9s2U0&irgwc=1&utm_content=388344&utm_term=thewirecutter.com&utm_campaign=Skimbit%20Ltd.&utm_source=impactradius&utm_medium=affiliate-subnetwork
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/57155/192929/4/171627?merchant=Free%20the%20Ocean,"3    https://www.shareasale.com/r.cfm?b=1734893&u=314743&m=108076&afftrack=45704X1167592Xa40e881d54538fca58dbbb4c505b1734&urllink=shop.freetheocean.com%2Fproducts%2Freusable-swedish-dishcloth
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/7902/23224/4/173748?merchant=Amazon,"2    https://www.amazon.com/dp/B004VJY1EC/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAAqa0
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/29718/197000/4/173769?merchant=Schoolhouse,"3    https://go.skimresources.com/?id=45704X1584012&xs=1&url=https%3A%2F%2Fwww.schoolhouse.com%2Fproducts%2Fdansk-kobenstyle-butter-warmer&clickref=1100ly6M9LM8?utm_source=partnerize&utm_medium=affiliate&utm_campaign=thewirecutter
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/41319/166236/4/122385/?merchant=Amazon,"2    https://www.amazon.com/dp/B07FNW9DS2/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAAd4R
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/41247/166159/4/140296/?merchant=Urban%20Outfitters,"2    https://click.linksynergy.com/deeplink?id=7m8EnekPF5E&mid=43176&u1=AwEAAAAAAAAAAiQI&murl=https://www.urbanoutfitters.com/shop/smoko-baby-tayto-potato-ambient-light
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/49996/179585/4/172630/?merchant=Amazon,"2    https://www.amazon.com/dp/B086Z6V3S6/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAAqJW
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/41226/166137/4/122041/?merchant=Amazon,"2    https://www.amazon.com/dp/B0816K9HVH/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAAdy5
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/58395/195608/4/172287?merchant=Walmart,"3    https://www.walmart.com/ip/Apple-Watch-SE-2nd-Gen-GPS-Cellular-40mm-Midnight-Aluminum-Case-with-Midnight-Sport-Band-M-L/1436113900?clickid=UyPymBWqKxyPRHswnjUBbTE6UkHxLKwP0S9s2U0&irgwc=1&sourceid=imp_UyPymBWqKxyPRHswnjUBbTE6UkHxLKwP0S9s2U0&veh=aff&wmlspartner=imp_197432&affiliates_ad_id=565706&campaign_id=9383&sharedid=
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/41298/166211/4/122281/?merchant=Cameo,"3    https://click.linksynergy.com/deeplink?id=TnL5HPStwNw&u1=45704X1167592X17b6ad0976456c7bcc94ec9acdb64e34&subid=55177&u5=eyI0MSI6ICJ0aGV3aXJlY3V0dGVyLmNvbSJ9&mid=50356&murl=https%3A%2F%2Fwww.cameo.com%2Fmiahamm
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/41722/176497/4/154794/?merchant=Wayfair,"3    https://cj.dotomi.com/links-t/5513721/type/dlg/sid/AwEAAAAAAAAAAlyq/https://www.wayfair.com/lighting/pdp/graypants-wick-102-novelty-table-lamp-hbyc1042.html
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/50015/179620/4/154800/?merchant=Amazon,"2    https://www.amazon.com/dp/B08QTQ67WL/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAAlyw
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/56986/192647/4/170461?merchant=Amazon,"2    https://www.amazon.com/dp/1932188126/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAApnd
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/12243/34549/4/173938/?merchant=Amazon,"2    https://www.amazon.com/dp/B000ND1YTU/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAAqdy
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/15898/90964/4/172142?merchant=Amazon,"2    https://www.amazon.com/dp/B01AUVS3HU/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAAqBu
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/41464/183915/4/170504?merchant=Amazon,"2    https://www.amazon.com/dp/B08SH91VPM/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAApoI
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/58612/195894/4/173414/?merchant=Amazon,"2    https://www.amazon.com/dp/1452178747/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAAqVm
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/53678/186535/4/154453/?merchant=Amazon,"2    https://www.amazon.com/dp/B09WGLM8G4/?tag=thewire06-20&linkCode=xm2&ascsubtag=AwEAAAAAAAAAAltV
Name: aff_url, dtype: object"
https://www.nytimes.com/wirecutter/out/link/41329/166246/4/122373/?merchant=KiwiCo,"3    https://cj.dotomi.com/links-t/5513721/type/dlg/sid/AwEAAAAAAAAAAd4F/https://www.kiwico.com/store/dp/electric-pencil-sharpener-project-kit/3150
Name: aff_url, dtype: object"
